location_name,time_id,year,month,tourism_revenue_crore_inr,foreign_tourist_arrivals,temp_c,rainfall_mm,humidity_pct
Gandhinagar,259,2021,July,4105,72501,29.67741935,268.8,73.09677419
Gandhinagar,261,2021,September,6549,115661,27.04666667,469.1,88.43333333
Gandhinagar,246,2020,June,208,8590,31.36333333,81.8,66.66666667
Gandhinagar,264,2021,December,8452,317647,20.00645161,8.1,61
Gandhinagar,239,2019,November,19840,1092440,25.27333333,19.5,67.53333333
Gandhinagar,234,2019,June,16083,726446,32.33666667,67.6,60.36666667
Gandhinagar,245,2020,May,94,3764,34.73225806,0,36.32258065
Gandhinagar,233,2019,May,13642,615136,32.89354839,0,41.96774194
Gandhinagar,257,2021,May,1730,19765,32.20967742,74.4,49.96774194
Gandhinagar,258,2021,June,3157,36070,31.09333333,127,65.63333333
Gandhinagar,231,2019,March,16214,978236,25.60322581,0.3,37.09677419
Gandhinagar,238,2019,October,17057,945017,26.76451613,43.9,71.25806452
Gandhinagar,247,2020,July,307,12655,29.5483871,167.8,76.93548387
Gandhinagar,255,2021,March,6642,133768,29.03548387,0,25.83870968
Gandhinagar,243,2020,March,5830,328304,25.92580645,4.3,38.06451613
Gandhinagar,237,2019,September,16824,751513,27.21,374.9,88.7
Gandhinagar,260,2021,August,5251,92728,28.5516129,66.6,73.67741935
Gandhinagar,230,2019,February,17959,1090516,20.675,0.2,48.42857143
Gandhinagar,254,2021,February,5477,110312,23.44285714,0,38.17857143
Gandhinagar,236,2019,August,17867,800837,27.27419355,432.5,85.4516129
Gandhinagar,262,2021,October,5094,191415,27.10967742,5.3,65.35483871
Gandhinagar,229,2019,January,18205,1111040,17.99354839,0,53.48387097
Gandhinagar,249,2020,September,686,28167,28.27333333,48.1,80.9
Gandhinagar,232,2019,April,17134,774651,31.52,0.3,33.06666667
Gandhinagar,244,2020,April,71,2820,32.40666667,0,29.53333333
Gangtok,245,2020,May,94,3764,17.21935484,722.5,84.61290323
Gangtok,242,2020,February,18241,1018440,8.965517241,218.8,77.20689655
Gangtok,235,2019,July,18205,818125,19.87419355,1524.8,90.96774194
Gangtok,247,2020,July,307,12655,20.1483871,1380.5,91.80645161
Gangtok,256,2021,April,6891,78718,15.74666667,168.5,69
Gangtok,244,2020,April,71,2820,14.84333333,441.4,79.66666667
Gangtok,259,2021,July,4105,72501,20.2516129,745.4,90.22580645
Gangtok,241,2020,January,20200,1119250,7.277419355,157.1,75.58064516
Gangtok,243,2020,March,5830,328304,12.47096774,328.7,80.25806452
Gangtok,240,2019,December,22631,1226398,8.164516129,130.5,74.22580645
Gangtok,261,2021,September,6549,115661,19.92333333,271,82.66666667
Gangtok,262,2021,October,5094,191415,17.45806452,392.1,81.4516129
Gangtok,263,2021,November,7022,263867,11.75666667,79,76.9
Gangtok,234,2019,June,16083,726446,20.31,1230.4,85.26666667
Gangtok,239,2019,November,19840,1092440,14.19666667,225,82.16666667
Gangtok,248,2020,August,479,19761,20.50322581,618.1,89.22580645
Gangtok,238,2019,October,17057,945017,16.62258065,369,83.96774194
Gangtok,260,2021,August,5251,92728,20.16774194,1505.1,90.29032258
Gangtok,233,2019,May,13642,615136,17.95806452,1064.5,84.83870968
Gangtok,252,2020,December,1776,90544,9.712903226,89.2,76.67741935
Gangtok,250,2020,October,831,41494,18.56774194,189.8,75.19354839
Gangtok,253,2021,January,4700,94662,9.106451613,184,77.58064516
Gangtok,231,2019,March,16214,978236,11.51612903,290.9,79.64516129
Gangtok,258,2021,June,3157,36070,19.58333333,1066.3,89.66666667
Gangtok,249,2020,September,686,28167,19.54666667,1266.9,89.8
Gangtok,237,2019,September,16824,751513,19.36,805.7,88.5
Gangtok,257,2021,May,1730,19765,17.73225806,890.8,84.58064516
Gangtok,254,2021,February,5477,110312,10.68928571,138.6,69.39285714
Gangtok,246,2020,June,208,8590,19.63,995.8,88.73333333
Gangtok,251,2020,November,1413,70977,12.76,68.1,67.93333333
Gangtok,230,2019,February,17959,1090516,9.832142857,234.1,75.82142857
Gangtok,255,2021,March,6642,133768,13.46129032,471.3,78.83870968
Gangtok,236,2019,August,17867,800837,20.77741935,468.7,85.61290323
Gangtok,232,2019,April,17134,774651,15.86666667,339,79.43333333
Gangtok,229,2019,January,18205,1111040,7.580645161,38.5,66.48387097
Gangtok,264,2021,December,8452,317647,8.861290323,73.3,74.4516129
Gurugram,229,2019,January,18205,1111040,12.35806452,34.3,72.61290323
Gurugram,245,2020,May,94,3764,31.14193548,53.6,41.19354839
Gurugram,242,2020,February,18241,1018440,15.65517241,16.8,69.93103448
Gurugram,235,2019,July,18205,818125,30.65483871,128.9,70.4516129
Gurugram,232,2019,April,17134,774651,28.79,9.5,40
Gurugram,264,2021,December,8452,317647,13.97419355,12.4,72.4516129
Gurugram,244,2020,April,71,2820,26.83666667,8.7,45.9
Gurugram,261,2021,September,6549,115661,27.49666667,132.1,84.16666667
Gurugram,241,2020,January,20200,1119250,12.28709677,48.4,80.38709677
Gurugram,243,2020,March,5830,328304,19.73548387,48.2,69.4516129
Gurugram,256,2021,April,6891,78718,27.72,2.3,29.63333333
Gurugram,247,2020,July,307,12655,30.8516129,125.7,71.22580645
Gurugram,240,2019,December,22631,1226398,11.96774194,8.2,80.90322581
Gurugram,234,2019,June,16083,726446,34.35333333,0.8,41.13333333
Gurugram,263,2021,November,7022,263867,19.25333333,0.4,62.3
Gurugram,239,2019,November,19840,1092440,20.70333333,26.6,68
Gurugram,253,2021,January,4700,94662,12.69677419,33.5,80.19354839
Gurugram,252,2020,December,1776,90544,14.13870968,0.4,70.51612903
Gurugram,254,2021,February,5477,110312,17.525,7.8,70.25
Gurugram,246,2020,June,208,8590,32.24333333,7,56.53333333
Gurugram,238,2019,October,17057,945017,25.73870968,7.3,60.61290323
Gurugram,248,2020,August,479,19761,29.14516129,168.7,80.41935484
Gurugram,231,2019,March,16214,978236,19.92903226,10.3,58.22580645
Gurugram,257,2021,May,1730,19765,29.61290323,140,48.25806452
Gurugram,233,2019,May,13642,615136,31.5516129,4.6,33.32258065
Gurugram,259,2021,July,4105,72501,30.98709677,243.2,69.93548387
Gurugram,249,2020,September,686,28167,29.81666667,41,67.16666667
Gurugram,255,2021,March,6642,133768,23.33548387,2.9,51.16129032
Gurugram,237,2019,September,16824,751513,28.50666667,74.8,79.3
Gurugram,250,2020,October,831,41494,25.53548387,0,47.77419355
Gurugram,258,2021,June,3157,36070,31.99333333,17.2,55.46666667
Gurugram,251,2020,November,1413,70977,18.64333333,9.3,57.13333333
Gurugram,231,2019,March,16214,978236,19.92903226,10.3,58.22580645
Gurugram,247,2020,July,307,12655,30.8516129,125.7,71.22580645
Gurugram,258,2021,June,3157,36070,31.99333333,17.2,55.46666667
Gurugram,230,2019,February,17959,1090516,14.93928571,30.8,74.60714286
Guwahati,246,2020,June,208,8590,26.94333333,452.2,88.53333333
Guwahati,240,2019,December,22631,1226398,17.49354839,11.4,79.4516129
Guwahati,238,2019,October,17057,945017,24.47419355,193.9,86.09677419
Guwahati,256,2021,April,6891,78718,26.28333333,24.5,64.06666667
Guwahati,258,2021,June,3157,36070,27.25,290.3,87.26666667
Guwahati,241,2020,January,20200,1119250,16.35483871,26.1,79.61290323
Guwahati,237,2019,September,16824,751513,26.63666667,350.3,89.66666667
Guwahati,242,2020,February,18241,1018440,19.05172414,24.4,69.96551724
Guwahati,259,2021,July,4105,72501,27.6483871,420,88.77419355
Guwahati,229,2019,January,18205,1111040,16.93548387,8.8,70.80645161
Guwahati,255,2021,March,6642,133768,23.69032258,19.3,60.67741935
Guwahati,236,2019,August,17867,800837,28.69032258,232.7,84.12903226
Guwahati,254,2021,February,5477,110312,19.91428571,2.4,67.39285714
Guwahati,235,2019,July,18205,818125,27.2516129,498,89.77419355
Guwahati,243,2020,March,5830,328304,22.97419355,27.4,64
Guwahati,260,2021,August,5251,92728,27.5,363.1,89.32258065
Guwahati,264,2021,December,8452,317647,18.07096774,11.3,76
Guwahati,234,2019,June,16083,726446,27.64666667,230.4,85.9
Guwahati,244,2020,April,71,2820,24.54666667,85.1,69.5
Guwahati,233,2019,May,13642,615136,25.1483871,206.9,85.70967742
Guwahati,253,2021,January,4700,94662,16.9516129,28.2,80.32258065
Guwahati,245,2020,May,94,3764,25.28387097,359.6,82.58064516
Guwahati,261,2021,September,6549,115661,27.84333333,307.8,84.26666667
Guwahati,252,2020,December,1776,90544,18.16451613,9.9,77.41935484
Guwahati,262,2021,October,5094,191415,26.23870968,105,82.41935484
Guwahati,250,2020,October,831,41494,26.36129032,285.1,86.12903226
Guwahati,232,2019,April,17134,774651,24.07333333,121.6,79.36666667
Guwahati,251,2020,November,1413,70977,21.29666667,13,78
Guwahati,231,2019,March,16214,978236,22.02580645,24.5,65.38709677
Guwahati,247,2020,July,307,12655,27.19677419,664,90.38709677
Guwahati,263,2021,November,7022,263867,21.19666667,3.2,72.96666667
Guwahati,230,2019,February,17959,1090516,18.875,31.7,72.53571429
Guwahati,249,2020,September,686,28167,27.16666667,285.2,88.73333333
Guwahati,248,2020,August,479,19761,28.18064516,282.9,86.12903226
Guwahati,257,2021,May,1730,19765,25.94193548,313.4,83.70967742
Guwahati,239,2019,November,19840,1092440,22.34333333,39.8,83.6
Hyderabad,242,2020,February,18241,1018440,23.2137931,22.5,62.79310345
Hyderabad,259,2021,July,4105,72501,25.56129032,237.6,79.64516129
Hyderabad,245,2020,May,94,3764,31.20322581,4.9,47.29032258
Hyderabad,236,2019,August,17867,800837,25.20322581,177.9,80.16129032
Hyderabad,253,2021,January,4700,94662,22.03548387,4.6,67.09677419
Hyderabad,257,2021,May,1730,19765,29.80967742,18.8,54.32258065
Hyderabad,249,2020,September,686,28167,25.34333333,203.6,83.26666667
Hyderabad,235,2019,July,18205,818125,26.04193548,192.6,77.38709677
Hyderabad,234,2019,June,16083,726446,29.86666667,73.1,59.9
Hyderabad,250,2020,October,831,41494,24.77741935,196.8,77.80645161
Hyderabad,240,2019,December,22631,1226398,21.68387097,11.1,74.58064516
Hyderabad,264,2021,December,8452,317647,22.19032258,2,61.61290323
Hyderabad,239,2019,November,19840,1092440,23.69333333,10.1,74.6
Hyderabad,230,2019,February,17959,1090516,24.225,0.4,55.17857143
Hyderabad,247,2020,July,307,12655,25.58387097,203.1,82.48387097
Hyderabad,251,2020,November,1413,70977,23.05666667,24.1,66.76666667
Hyderabad,229,2019,January,18205,1111040,20.76774194,32.8,58.58064516
Hyderabad,248,2020,August,479,19761,24.72258065,272.1,83.77419355
Hyderabad,237,2019,September,16824,751513,24.84333333,188.8,84.56666667
Hyderabad,256,2021,April,6891,78718,29.15333333,4.9,46
Hyderabad,243,2020,March,5830,328304,26.36129032,4.2,57.90322581
Hyderabad,260,2021,August,5251,92728,25.60322581,112.3,78.5483871
Hyderabad,263,2021,November,7022,263867,23.72333333,54.9,74.36666667
Hyderabad,254,2021,February,5477,110312,22.69285714,0.5,51.5
Hyderabad,238,2019,October,17057,945017,24.20322581,161.4,87.12903226
Hyderabad,231,2019,March,16214,978236,28.18387097,0.4,44.58064516
Hyderabad,255,2021,March,6642,133768,27.47096774,0,36.70967742
Hyderabad,246,2020,June,208,8590,27.21333333,189.6,72.86666667
Hyderabad,241,2020,January,20200,1119250,22.42580645,2.5,69.67741935
Hyderabad,258,2021,June,3157,36070,26.90333333,68.8,70.7
Hyderabad,262,2021,October,5094,191415,25.29354839,61.5,70.5483871
Hyderabad,244,2020,April,71,2820,29.17,3.4,50.46666667
Hyderabad,233,2019,May,13642,615136,32.80967742,0.9,35.12903226
Hyderabad,252,2020,December,1776,90544,20.87741935,0,64.09677419
Hyderabad,232,2019,April,17134,774651,30.45333333,3.6,43.13333333
Hyderabad,261,2021,September,6549,115661,24.73333333,221.4,82.83333333
Imphal,243,2020,March,5830,328304,18.65806452,5.7,64.41935484
Imphal,254,2021,February,5477,110312,16.22857143,2.3,59.10714286
Imphal,242,2020,February,18241,1018440,14.75517241,8.4,69.68965517
Imphal,244,2020,April,71,2820,21.84333333,76.6,64.66666667
Imphal,253,2021,January,4700,94662,13.5516129,5.3,72
Imphal,261,2021,September,6549,115661,24.14,106.3,83.73333333
Imphal,233,2019,May,13642,615136,24.23548387,199.7,74.70967742
Imphal,239,2019,November,19840,1092440,18.38,36.3,79.36666667
Imphal,259,2021,July,4105,72501,24.5,228,85.67741935
Imphal,236,2019,August,17867,800837,24.82580645,229,85.5483871
Imphal,245,2020,May,94,3764,23.17096774,185.2,75.87096774
Imphal,241,2020,January,20200,1119250,12.90645161,35.7,77.61290323
Imphal,262,2021,October,5094,191415,23.05806452,26.2,80.41935484
Imphal,255,2021,March,6642,133768,20.00322581,34.1,59
Imphal,257,2021,May,1730,19765,24.09032258,84.2,73.48387097
Imphal,232,2019,April,17134,774651,22.34,31.7,69.13333333
Imphal,252,2020,December,1776,90544,13.51290323,0,70.4516129
Imphal,251,2020,November,1413,70977,17.69666667,20.5,78.16666667
Imphal,237,2019,September,16824,751513,23.62333333,199,87.43333333
Imphal,264,2021,December,8452,317647,14.86774194,55,76
Imphal,246,2020,June,208,8590,24.12,199.2,86.1
Imphal,258,2021,June,3157,36070,24.29,335.3,84.6
Imphal,247,2020,July,307,12655,24.24516129,212.4,87.61290323
Imphal,263,2021,November,7022,263867,18.93,4.1,68.33333333
Imphal,231,2019,March,16214,978236,17.56774194,21.1,72.61290323
Imphal,249,2020,September,686,28167,24.24,140.5,85.36666667
Imphal,240,2019,December,22631,1226398,13.69677419,9.1,72.61290323
Imphal,229,2019,January,18205,1111040,13.24193548,0,68.38709677
Imphal,238,2019,October,17057,945017,21.66129032,92.1,86.4516129
Imphal,250,2020,October,831,41494,23.09677419,240.8,85.70967742
Imphal,230,2019,February,17959,1090516,15.34642857,34.5,68.10714286
Imphal,256,2021,April,6891,78718,23.25333333,19,57.66666667
Imphal,248,2020,August,479,19761,24.56451613,214.8,86.61290323
Imphal,260,2021,August,5251,92728,23.99677419,158.5,86.5483871
Imphal,235,2019,July,18205,818125,24.40967742,305,86.58064516
Imphal,234,2019,June,16083,726446,24.49333333,203,84.83333333
Itanagar,258,2021,June,3157,36070,26.36333333,562.3,85.2
Itanagar,239,2019,November,19840,1092440,21.12333333,56.1,77.86666667
Itanagar,240,2019,December,22631,1226398,15.97419355,25.9,73.29032258
Itanagar,259,2021,July,4105,72501,27.06451613,416.6,85.22580645
Itanagar,264,2021,December,8452,317647,16.64516129,7.8,69.4516129
Itanagar,235,2019,July,18205,818125,26.42903226,638.9,87.41935484
Itanagar,243,2020,March,5830,328304,20.03548387,125.5,75.93548387
Itanagar,244,2020,April,71,2820,21.8,190.1,76.2
Itanagar,230,2019,February,17959,1090516,16.88214286,156.7,74.10714286
Itanagar,237,2019,September,16824,751513,25.82333333,358.3,85.56666667
Itanagar,248,2020,August,479,19761,27.47419355,190.7,84.96774194
Itanagar,250,2020,October,831,41494,24.90967742,243.8,81.64516129
Itanagar,247,2020,July,307,12655,26.21290323,462.1,89.29032258
Itanagar,260,2021,August,5251,92728,26.48387097,358.1,87.90322581
Itanagar,251,2020,November,1413,70977,19.48,48.2,75.23333333
Itanagar,234,2019,June,16083,726446,26.66666667,395.9,84.63333333
Itanagar,262,2021,October,5094,191415,24.98064516,122,78.5483871
Itanagar,257,2021,May,1730,19765,24.12903226,455,84.41935484
Itanagar,229,2019,January,18205,1111040,15.27096774,22.1,66.93548387
Itanagar,233,2019,May,13642,615136,23.38387097,744.8,86.70967742
Itanagar,261,2021,September,6549,115661,27.12666667,107.9,78.96666667
Itanagar,231,2019,March,16214,978236,18.88709677,213.3,77.58064516
Itanagar,255,2021,March,6642,133768,20.50645161,151.8,74.48387097
Itanagar,242,2020,February,18241,1018440,16.97931034,71.5,75
Itanagar,245,2020,May,94,3764,23.71935484,628.7,82.83870968
Itanagar,236,2019,August,17867,800837,28.03870968,252.9,82.70967742
Itanagar,241,2020,January,20200,1119250,14.79032258,79.5,76.77419355
Itanagar,254,2021,February,5477,110312,17.80714286,13.4,66.5
Itanagar,238,2019,October,17057,945017,23.14516129,159.9,82.87096774
Itanagar,232,2019,April,17134,774651,22.2,345.7,81
Itanagar,263,2021,November,7022,263867,19.05666667,11.4,68.3
Itanagar,246,2020,June,208,8590,25.75333333,588.5,87.43333333
Itanagar,249,2020,September,686,28167,26.4,260.4,86.56666667
Itanagar,253,2021,January,4700,94662,15.58709677,34.6,73.5483871
Itanagar,252,2020,December,1776,90544,16.18064516,16.4,70.90322581
Itanagar,256,2021,April,6891,78718,22.62666667,189.6,76.2
Jaipur,229,2019,January,18205,1111040,14.32903226,7.5,56.96774194
Jaipur,232,2019,April,17134,774651,30.7,27.6,27.93333333
Jaipur,262,2021,October,5094,191415,25.21612903,40.2,58.90322581
Jaipur,236,2019,August,17867,800837,27.45806452,325.5,84.16129032
Jaipur,258,2021,June,3157,36070,32.89666667,8.6,45.4
Jaipur,249,2020,September,686,28167,28.55333333,69.6,69.46666667
Jaipur,235,2019,July,18205,818125,29.99677419,295.9,68.90322581
Jaipur,246,2020,June,208,8590,32.97666667,13.8,46.5
Jaipur,242,2020,February,18241,1018440,18.03793103,4.4,48.62068966
Jaipur,260,2021,August,5251,92728,28.33548387,159,72.25806452
Jaipur,255,2021,March,6642,133768,26.04516129,2.1,31
Jaipur,243,2020,March,5830,328304,21.70645161,26.4,49.93548387
Jaipur,259,2021,July,4105,72501,30.52580645,251.4,66.29032258
Jaipur,261,2021,September,6549,115661,26.64,143.7,84.33333333
Jaipur,241,2020,January,20200,1119250,14.1516129,7.3,64
Jaipur,240,2019,December,22631,1226398,13.79677419,8.3,66.4516129
Jaipur,231,2019,March,16214,978236,22.38064516,3.1,39.90322581
Jaipur,247,2020,July,307,12655,31.00645161,112.1,65.61290323
Jaipur,237,2019,September,16824,751513,27.20666667,178.9,84.46666667
Jaipur,263,2021,November,7022,263867,19.57666667,15.7,57.6
Jaipur,238,2019,October,17057,945017,25.28064516,3.2,58.74193548
Jaipur,239,2019,November,19840,1092440,22.24333333,14.9,62.03333333
Jaipur,251,2020,November,1413,70977,19.39,15.9,52.63333333
Jaipur,253,2021,January,4700,94662,14.61290323,27.1,64.83870968
Jaipur,230,2019,February,17959,1090516,16.90357143,9,54.28571429
Jaipur,254,2021,February,5477,110312,20.09285714,0,43.71428571
Jaipur,264,2021,December,8452,317647,15.01612903,11.2,64.12903226
Jaipur,256,2021,April,6891,78718,29.84,0.1,17.93333333
Jaipur,244,2020,April,71,2820,29.18666667,1.7,30.83333333
Jaipur,233,2019,May,13642,615136,33.06774194,0.1,25.22580645
Jaipur,257,2021,May,1730,19765,30.40967742,81.5,41.16129032
Jaipur,248,2020,August,479,19761,27.82258065,212.3,82.90322581
Jaipur,234,2019,June,16083,726446,34.30666667,38.7,39.23333333
Jaipur,245,2020,May,94,3764,32.7483871,17.1,30.96774194
Jaipur,250,2020,October,831,41494,26.50967742,0.4,38.67741935
Jaipur,252,2020,December,1776,90544,16.21290323,0.3,54.41935484
Kavaratti,238,2019,October,17057,945017,27.3,515.9,82.09677419
Kavaratti,234,2019,June,16083,726446,28.29333333,207.9,82.03333333
Kavaratti,259,2021,July,4105,72501,27.66129032,140.9,80.96774194
Kavaratti,246,2020,June,208,8590,27.96333333,296.1,84
Kavaratti,263,2021,November,7022,263867,27.22666667,212.4,78.6
Kavaratti,256,2021,April,6891,78718,28.78666667,55.9,75.16666667
Kavaratti,247,2020,July,307,12655,27.31290323,391.5,83.51612903
Kavaratti,240,2019,December,22631,1226398,27.87419355,141.2,78.51612903
Kavaratti,248,2020,August,479,19761,27.51612903,163.7,81.38709677
Kavaratti,264,2021,December,8452,317647,27.35483871,36.7,75.64516129
Kavaratti,260,2021,August,5251,92728,26.95483871,274.3,82.83870968
Kavaratti,241,2020,January,20200,1119250,27.60967742,9.1,75.06451613
Kavaratti,262,2021,October,5094,191415,27.12258065,219,81.83870968
Kavaratti,252,2020,December,1776,90544,27.59032258,106.8,78.41935484
Kavaratti,249,2020,September,686,28167,26.95,226,84.16666667
Kavaratti,233,2019,May,13642,615136,29.36774194,9.3,73.41935484
Kavaratti,245,2020,May,94,3764,29.30322581,212.5,77.74193548
Kavaratti,243,2020,March,5830,328304,28.12580645,17.6,76.74193548
Kavaratti,257,2021,May,1730,19765,28.37096774,375.9,80.83870968
Kavaratti,255,2021,March,6642,133768,28.33870968,8.7,76.4516129
Kavaratti,258,2021,June,3157,36070,27.96,109.4,80.56666667
Kavaratti,239,2019,November,19840,1092440,27.90333333,69.3,79.5
Kavaratti,242,2020,February,18241,1018440,27.58965517,6,76.72413793
Kavaratti,231,2019,March,16214,978236,27.75806452,1.5,76.41935484
Kavaratti,236,2019,August,17867,800837,27.18064516,337.4,84.29032258
Kavaratti,244,2020,April,71,2820,29.32333333,13.6,74.16666667
Kavaratti,250,2020,October,831,41494,27.46774194,47.6,78.22580645
Kavaratti,251,2020,November,1413,70977,27.91,92.7,78.26666667
Kavaratti,261,2021,September,6549,115661,27.20666667,123,82.46666667
Kavaratti,235,2019,July,18205,818125,27.65483871,284.2,82.96774194
Kavaratti,232,2019,April,17134,774651,29.05333333,3.2,75.03333333
Kavaratti,253,2021,January,4700,94662,27.23870968,125.7,77.80645161
Kavaratti,254,2021,February,5477,110312,27.375,12.3,74.25
Kavaratti,237,2019,September,16824,751513,27.35666667,132,83.2
Kavaratti,229,2019,January,18205,1111040,27.19354839,0.9,68.09677419
Kavaratti,230,2019,February,17959,1090516,27.42857143,0.9,76.75
Kohima,264,2021,December,8452,317647,11.29032258,78.1,79.32258065
Kohima,229,2019,January,18205,1111040,9.874193548,28.8,74.16129032
Kohima,230,2019,February,17959,1090516,11.59642857,77.4,75.85714286
Kohima,231,2019,March,16214,978236,13.69032258,120.6,78.16129032
Kohima,232,2019,April,17134,774651,16.84666667,273.6,83.56666667
Kohima,233,2019,May,13642,615136,19.36774194,367.7,83.67741935
Kohima,234,2019,June,16083,726446,20.79666667,743.4,89.5
Kohima,235,2019,July,18205,818125,21.09354839,843,91.03225806
Kohima,236,2019,August,17867,800837,21.58709677,496.1,88.16129032
Kohima,237,2019,September,16824,751513,20.1,773.7,90.56666667
Kohima,238,2019,October,17057,945017,17.49677419,512.6,91.16129032
Kohima,239,2019,November,19840,1092440,15.03666667,79.6,81.9
Kohima,240,2019,December,22631,1226398,10.3516129,37.8,75.83870968
Kohima,241,2020,January,20200,1119250,9.380645161,123.9,82.80645161
Kohima,242,2020,February,18241,1018440,10.75862069,82.8,83.93103448
Kohima,243,2020,March,5830,328304,13.91935484,90.7,79.96774194
Kohima,244,2020,April,71,2820,16.33,284.9,80.26666667
Kohima,245,2020,May,94,3764,18.31935484,540.8,87.87096774
Kohima,246,2020,June,208,8590,20.49333333,1039.5,90.76666667
Kohima,247,2020,July,307,12655,20.8516129,1272.7,92.16129032
Kohima,248,2020,August,479,19761,21.26451613,939.8,90.16129032
Kohima,249,2020,September,686,28167,20.52333333,964,90.7
Kohima,250,2020,October,831,41494,19.29354839,520.7,91.03225806
Kohima,251,2020,November,1413,70977,14.6,115.3,76.5
Kohima,252,2020,December,1776,90544,10.88709677,11.9,71.25806452
Kohima,253,2021,January,4700,94662,10.65806452,37.2,71.70967742
Kohima,254,2021,February,5477,110312,12.46785714,37,70.07142857
Kohima,255,2021,March,6642,133768,15.76129032,93.3,68.87096774
Kohima,256,2021,April,6891,78718,17.96666667,112.7,71.1
Kohima,257,2021,May,1730,19765,18.96129032,513.5,85.67741935
Kohima,258,2021,June,3157,36070,20.76666667,768.9,89.73333333
Kohima,259,2021,July,4105,72501,21.14516129,843.4,90.16129032
Kohima,260,2021,August,5251,92728,20.83225806,936,91.58064516
Kohima,261,2021,September,6549,115661,20.69,338.4,86.53333333
Kohima,262,2021,October,5094,191415,18.76774194,274.7,87.06451613
Kohima,263,2021,November,7022,263867,13.84,26.6,79.7
Kolkata,246,2020,June,208,8590,28.84333333,279.5,86.2
Kolkata,259,2021,July,4105,72501,28.61290323,430.3,86.32258065
Kolkata,263,2021,November,7022,263867,23.26666667,43.9,76.8
Kolkata,254,2021,February,5477,110312,22.11071429,0,61.96428571
Kolkata,251,2020,November,1413,70977,23.92333333,5,70.8
Kolkata,237,2019,September,16824,751513,27.69333333,266.7,88.2
Kolkata,256,2021,April,6891,78718,30.06333333,31.8,68.83333333
Kolkata,258,2021,June,3157,36070,28.72333333,328.9,85.8
Kolkata,247,2020,July,307,12655,28.89032258,313.6,85.80645161
Kolkata,244,2020,April,71,2820,28.63666667,187.7,74.03333333
Kolkata,231,2019,March,16214,978236,25.35483871,58.8,74.4516129
Kolkata,240,2019,December,22631,1226398,19.40967742,14.3,76.87096774
Kolkata,253,2021,January,4700,94662,19.97741935,0.2,68.87096774
Kolkata,236,2019,August,17867,800837,28.38387097,372.6,86.93548387
Kolkata,242,2020,February,18241,1018440,20.80689655,7.4,66.75862069
Kolkata,241,2020,January,20200,1119250,18.42903226,31,76.32258065
Kolkata,234,2019,June,16083,726446,30.07666667,171.5,81.63333333
Kolkata,261,2021,September,6549,115661,27.39,470.3,89.3
Kolkata,239,2019,November,19840,1092440,23.9,106.7,80.26666667
Kolkata,255,2021,March,6642,133768,28.21290323,5.9,62.48387097
Kolkata,233,2019,May,13642,615136,30.69677419,83.8,77.12903226
Kolkata,229,2019,January,18205,1111040,18.51290323,1.5,65.51612903
Kolkata,250,2020,October,831,41494,27.68387097,147.4,85
Kolkata,262,2021,October,5094,191415,27.09677419,232.7,85.19354839
Kolkata,252,2020,December,1776,90544,19.78064516,0,71.5483871
Kolkata,235,2019,July,18205,818125,29.18387097,225.6,83.4516129
Kolkata,264,2021,December,8452,317647,19.59677419,101.2,76.90322581
Kolkata,245,2020,May,94,3764,28.62258065,193.2,81.77419355
Kolkata,257,2021,May,1730,19765,29.5483871,147.4,77.4516129
Kolkata,260,2021,August,5251,92728,28.25806452,375.6,87.80645161
Kolkata,243,2020,March,5830,328304,26.37096774,19.9,64.96774194
Kolkata,248,2020,August,479,19761,28.46451613,419.3,87.58064516
Kolkata,232,2019,April,17134,774651,28.63,76.4,77.46666667
Kolkata,238,2019,October,17057,945017,26.45806452,225.4,86.16129032
Kolkata,249,2020,September,686,28167,28.52,288.7,87.23333333
Kolkata,230,2019,February,17959,1090516,22.39285714,63.2,64.03571429
Leh,236,2019,August,17867,800837,15.8516129,49,47.4516129
Leh,260,2021,August,5251,92728,16.70967742,7.9,36.06451613
Leh,234,2019,June,16083,726446,8.78,73.6,52.4
Leh,254,2021,February,5477,110312,-4.217857143,10.1,38.67857143
Leh,243,2020,March,5830,328304,-2,27.7,40.61290323
Leh,235,2019,July,18205,818125,16.64516129,20.2,36.87096774
Leh,248,2020,August,479,19761,18.93225806,18.1,33.32258065
Leh,230,2019,February,17959,1090516,-8.178571429,63.5,40.82142857
Leh,237,2019,September,16824,751513,15.28333333,5.6,23.6
Leh,258,2021,June,3157,36070,10.13666667,81.5,52.6
Leh,257,2021,May,1730,19765,5.809677419,54.5,50.87096774
Leh,256,2021,April,6891,78718,-0.97,46.5,45.23333333
Leh,247,2020,July,307,12655,17.20645161,12.5,33.22580645
Leh,240,2019,December,22631,1226398,-7.45483871,9.9,25.22580645
Leh,251,2020,November,1413,70977,-0.5666666667,9.7,28.53333333
Leh,263,2021,November,7022,263867,-1.873333333,0.9,26.5
Leh,238,2019,October,17057,945017,4.977419355,17.3,36.77419355
Leh,231,2019,March,16214,978236,-4.138709677,18.2,37.38709677
Leh,255,2021,March,6642,133768,-1.396774194,17.8,39.22580645
Leh,239,2019,November,19840,1092440,-2.453333333,48.9,43.16666667
Leh,246,2020,June,208,8590,11.86,33.1,45.5
Leh,262,2021,October,5094,191415,5.680645161,29.6,29.16129032
Leh,229,2019,January,18205,1111040,-9.396774194,27.4,40
