Restaurant ID,Restaurant Name,City,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating,Votes
308951,New Gee Pee,Noida,Sector 21,77.3360987,28.5880357,"Fast Food, Chinese",300,No,No,1,3.3,27
308957,Oxy Lounge,Faridabad,Sector 12,77.3244365,28.384502,"North Indian, Chinese, Italian",1500,Yes,Yes,3,3.1,28
308969,Shree Gopal Ji Chole Bhature,New Delhi,Rohini,77.1020856,28.7003942,Street Food,200,No,No,1,3.9,129
308972,The Bubble Tea,New Delhi,"Pacific Mall, Tagore Garden",77.1064068,28.6424882,Beverages,250,No,No,1,3.5,35
308991,Gelato Italiano,New Delhi,"Pacific Mall, Tagore Garden",77.1064014,28.642365,"Ice Cream, Desserts",200,No,No,1,3.3,18
308992,Kumaon Dhaba & Service,New Delhi,Saket,77.20637999,28.51901777,North Indian,100,No,No,1,3,8
308996,Gyan Di Hatti,New Delhi,Tagore Garden,77.1146413,28.6535887,North Indian,200,No,No,1,2.9,5
309013,Caboose X Cafe & Lounge,New Delhi,East Patel Nagar,77.1726854,28.6452593,"Fast Food, Cafe",700,No,No,2,3.2,39
309015,Bunker,Gurgaon,"Cross Point Mall, DLF Phase 4",77.0831126,28.4682267,"Continental, North Indian, Chinese, Italian",1300,Yes,No,3,4.2,248
309021,Delish Bake N Choc,Gurgaon,Sector 45,77.0589267,28.4349266,"Bakery, Fast Food",250,No,No,1,2.9,28
309026,Chawla Fast Food,New Delhi,Safdarjung,77.19439722,28.56723889,"North Indian, South Indian, Chinese",300,No,No,1,2.9,4
309030,Hong Kong Express,Gurgaon,"Raheja Mall, Sohna Road",77.0395802,28.4234228,"Chinese, Thai",700,No,Yes,2,3.2,100
309033,The Spice Room,Gurgaon,Sohna Road,77.0452475,28.406214,"North Indian, Chinese",1350,Yes,Yes,3,3.4,155
309037,Aggarwal Bikaner Sweets,New Delhi,Dilshad Garden,77.3263341,28.6840941,"Mithai, Street Food",350,No,No,1,3,9
309043,Uncle Bakery,New Delhi,Dilshad Garden,77.3175002,28.6804166,"Bakery, Fast Food",100,No,No,1,3.1,15
309044,Meet You There,New Delhi,Shakarpur,77.2804814,28.6300045,"Chinese, North Indian",500,No,No,2,2.6,94
309051,Burger Joint,New Delhi,"Crescent Square Mall, Rohini",77.1248938,28.7183684,"Fast Food, Burger",300,No,Yes,1,3.5,164
309059,Uncle's Treat,Noida,Sector 31,77.34303586,28.5793226,Chinese,400,No,No,1,3.1,5
309064,Southy,New Delhi,Karol Bagh,77.1888196,28.6434385,South Indian,450,No,Yes,1,3.1,90
309072,Panda Wokk,New Delhi,Greater Kailash (GK) 2,77.2391222,28.5375972,"Chinese, Thai",950,Yes,Yes,2,3.4,77
309073,Zizo,New Delhi,Connaught Place,77.2199026,28.635299,"Lebanese, Mediterranean, Middle Eastern, Arabian",1600,Yes,Yes,3,3.9,1071
309080,Chulha Punjabi Da,New Delhi,Chittaranjan Park,77.25327071,28.53634285,"North Indian, Chinese, Fast Food",600,No,Yes,2,2.4,41
309087,Chin Pokli,New Delhi,Jail Road,77.107504,28.620964,Chinese,400,No,No,1,3.1,13
309088,Kolkata Biryani House,Noida,"Jaipuria Plaza, Sector 26, Noida",77.3352789,28.5768465,"North Indian, Mughlai, Biryani",500,No,Yes,2,2.8,109
309090,Mosaic - Country Inn & Suites by Carlson,Gurgaon,"Country Inn & Suites, Sohna Road",77.0684986,28.3349418,"North Indian, Chinese, Italian, Continental",1300,Yes,No,3,3.4,19
309098,Popular Cakery,Noida,Sector 18,77.32499767,28.56978752,"Bakery, Desserts, Fast Food",500,No,Yes,2,3.9,250
309105,Chehel Pehel,New Delhi,Greater Kailash (GK) 3,77.23596912,28.53722177,"North Indian, Mughlai",700,No,Yes,2,3.5,159
309110,The Grill Room - The Lalit New Delhi,New Delhi,"The Lalit New Delhi, Barakhamba Road",77.227277,28.631407,Continental,4500,Yes,No,4,3.4,51
309111,Paddy's Cafe,Noida,Sector 18,77.32465636,28.5682225,Cafe,800,Yes,Yes,2,3.7,302
309113,Boheme Bar & Grill,New Delhi,Saket,77.2192738,28.5276895,"North Indian, Chinese, Italian",1300,Yes,Yes,3,3.3,118
309125,Kuuraku,Gurgaon,"Global Foyer Mall, Golf Course Road",77.0946989,28.4604087,Japanese,1250,Yes,No,3,3.9,106
309134,Indian Bistro Company,Gurgaon,"Unitech Cyber Park, Sector 39, Gurgaon",77.05503501,28.44359498,North Indian,750,No,No,2,3.7,276
309135,Wasim Biryani Center,Noida,Sector 44,77.3400007,28.5607636,North Indian,400,No,No,1,2.8,8
309136,Nooba,Gurgaon,Golf Course Road,77.0987588,28.4461485,Chinese,1500,No,No,3,3.6,148
309140,Amigo's Hub,New Delhi,Satyaniketan,77.1683327,28.5879893,"Cafe, Fast Food",500,No,Yes,2,3.7,193
309141,Hungry Buffoons,Gurgaon,"Global Foyer Mall, Golf Course Road",77.0950645,28.460459,"North Indian, Italian, Mexican",300,No,No,1,2.7,24
309152,Alam Muradabadi Chicken Biryani,New Delhi,Saket,77.2011051,28.5089203,"North Indian, Biryani",250,No,No,1,3,5
309155,Domino's Pizza,Noida,Sector 48,77.3729825,28.5555542,"Pizza, Fast Food",700,No,No,2,2.3,38
309156,Bread & More,New Delhi,Greater Kailash (GK) 1,77.2329263,28.5563311,"Bakery, Desserts, Fast Food",500,No,Yes,2,3.7,130
309161,Madly Bangalee,New Delhi,Chittaranjan Park,77.2533122,28.5363941,"Mughlai, North Indian, Bengali, Continental",400,No,No,1,2.7,135
309166,Baskin Robbins,New Delhi,East Patel Nagar,77.1747039,28.6441003,Ice Cream,300,No,Yes,1,2.6,11
309167,Shah Bakery,New Delhi,Uttam Nagar,77.0612584,28.6185458,"Fast Food, Bakery",400,No,No,1,3,10
309168,The Chinese Hut,New Delhi,Geeta Colony,77.27286156,28.65345053,Chinese,300,No,No,1,2.8,50
309178,Kumar Pastry Shop,New Delhi,Moti Nagar,77.1414135,28.658983,"Bakery, Fast Food",300,No,No,1,3.2,31
309188,Soo Yung by the backyard,New Delhi,Punjabi Bagh,77.11976878,28.66684831,"Chinese, Thai",1200,Yes,Yes,3,3.4,84
309190,The Chinese Hut,New Delhi,Laxmi Nagar,77.2791371,28.6393449,"Chinese, Fast Food",300,No,Yes,1,3.2,23
309192,The Bake Studio,New Delhi,Sainik Farms,77.2017569,28.5098832,"Bakery, Desserts",450,No,No,1,3.1,12
309198,Subway,New Delhi,Vikaspuri,77.0751965,28.63885695,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,2.6,28
309215,Truffle Muffle,Noida,Sector 29,77.3352692,28.5673735,"Bakery, Desserts",300,No,No,1,3.4,37
309227,Caravan Resto Bar,New Delhi,Mayur Vihar Phase 1,77.2938353,28.6078005,"North Indian, Chinese, Mughlai",1100,Yes,Yes,3,3.2,51
309232,Subway,New Delhi,PVR Anupam Complex,77.20727418,28.52352259,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,3.2,115
309238,Crispy Tokri,New Delhi,Kalkaji,77.25810573,28.54024549,Street Food,200,No,No,1,3.1,100
309252,Fatburger,Gurgaon,"Cyber Hub, DLF Cyber City",77.0882416,28.4947571,"American, Mexican",1000,Yes,Yes,3,3.3,793
309254,Rajshree,New Delhi,Krishna Nagar,77.2806076,28.6573846,"North Indian, Chinese",550,No,No,2,3.3,16
309255,Tomatoes Kitchen,New Delhi,Rajinder Nagar,77.1846297,28.6407064,"North Indian, Chinese, Fast Food",700,No,Yes,2,2.9,135
309272,Balaji Sweets & Snacks,Gurgaon,Sector 14,77.0348123,28.476036,"North Indian, South Indian, Chinese",400,No,No,1,2.9,6
309278,Bistro 37,Noida,Sector 37,77.3397409,28.5652948,"Fast Food, Chinese",400,No,No,1,4.3,1005
309283,Burger Point,New Delhi,Janakpuri,77.0901845,28.6180324,"Burger, Fast Food",300,No,No,1,3.6,164
309289,Polka Cakes & Coffee,New Delhi,Kirti Nagar,77.1366651,28.650206,"Fast Food, Chinese, Bakery",400,No,No,1,3.3,17
309305,Raj Bakers And Confectioners,New Delhi,Tagore Garden,77.1124296,28.6499476,"Fast Food, Bakery",100,No,No,1,3,6
309307,Nirmal Vada Pav,New Delhi,Paschim Vihar,77.1089081,28.6698165,Street Food,200,No,Yes,1,3.5,75
309308,Chai Point,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon",77.0717813,28.5099843,"Tea, Fast Food",200,No,Yes,1,2.4,49
309309,Choco Doux,New Delhi,Punjabi Bagh,77.12029751,28.66690979,"Bakery, Desserts",500,No,No,2,3.1,8
309317,Simran's Cake Studio,Noida,Sector 15,77.3104224,28.5820794,Bakery,250,No,No,1,3.4,23
309318,Bakes & Cakes,Noida,Sector 12,77.3440643,28.5968936,Bakery,250,No,Yes,1,3,5
309323,True Blue,New Delhi,Vikaspuri,77.0745243,28.6391275,"North Indian, Chinese",1100,Yes,No,3,3.2,31
309338,Chowki,New Delhi,Kalkaji,77.24800486,28.54287123,North Indian,750,No,Yes,2,3.7,89
309339,Jungle Jamboree,Gurgaon,Sector 29,77.0640466,28.4673792,"Continental, Chinese, Thai, Mughlai, North Indian",1500,Yes,No,3,3.8,1317
309346,Kerala Cafe,New Delhi,Mayur Vihar Phase 1,77.2947422,28.6071044,Kerala,300,No,No,1,3.3,45
309365,The Midnight Heroes,New Delhi,R K Puram,77.175631,28.567461,"North Indian, Biryani, Chinese, Fast Food",950,No,Yes,2,3.6,447
309375,The Master's Fast Food Centre,New Delhi,Ashok Vihar Phase 1,77.1734098,28.6930613,"Fast Food, Chinese, Bakery",400,No,No,1,3.5,60
309377,Qureshi's Kabab Corner,Gurgaon,"The Sapphire Mall, Sohna Road",77.048261,28.412019,"North Indian, Mughlai",650,No,No,2,3.3,96
309383,Allterian By Chanson,New Delhi,Punjabi Bagh,77.12556068,28.66622877,"Continental, Italian",1300,Yes,No,3,3.4,140
309384,Uncle Cake Shop,New Delhi,Ashok Vihar Phase 1,77.1855851,28.6738532,"Bakery, Desserts, Fast Food",300,No,No,1,3.1,9
309387,Instapizza,Gurgaon,"DLF Galleria, DLF Phase 4",77.0821234,28.467504,"Pizza, Fast Food",900,Yes,Yes,2,3.6,426
309390,Seasonings - The Spice Mysteries,New Delhi,Ashok Vihar Phase 2,77.1793165,28.6950531,"North Indian, Mughlai, Chinese, Italian",1200,Yes,Yes,3,3.9,274
309395,Sardar A Pure Meat Shop,New Delhi,Ashok Vihar Phase 1,77.1729156,28.6873272,"Raw Meats, Fast Food, North Indian",150,No,No,1,3.4,22
309421,Citron - Hotel Haut.Monde,Gurgaon,"Hotel Haute.Monde, Sector 15",77.0382176,28.4553962,"North Indian, Chinese, Continental",1300,Yes,No,3,2.7,13
309423,Armory - Hotel Haut.Monde,Gurgaon,"Hotel Haute.Monde, Sector 15",77.0382289,28.4553886,Finger Food,1000,Yes,No,3,2.9,6
309429,Sardar A Pure Meat Shop,New Delhi,Rohini,77.1246515,28.7116118,"Raw Meats, Fast Food, North Indian",150,No,Yes,1,3.4,59
309435,Chawlas 2,New Delhi,Rajouri Garden,77.1202079,28.6390825,"North Indian, Mughlai",800,Yes,No,2,3,27
309445,Green Chick Chop,New Delhi,Rajinder Nagar,77.1776202,28.6436486,"Raw Meats, North Indian, Fast Food",350,No,No,1,3.2,17
309448,DCK- Dana Choga's Kitchen,New Delhi,Malviya Nagar,77.2090133,28.5338079,"North Indian, Mughlai",800,No,Yes,2,3.4,297
309451,Mitraao,Gurgaon,"Sushant Shopping Arcade, Sushant Lok, Gurgaon",77.0796953,28.460995,North Indian,650,No,Yes,2,3.4,117
309452,Open Oven,New Delhi,Malviya Nagar,77.209366,28.5341102,"Bakery, Desserts, Fast Food",250,No,Yes,1,3.4,103
309463,SGF - Spice Grill Flame,New Delhi,Netaji Subhash Place,77.1494601,28.6934043,"North Indian, Chinese",500,No,Yes,2,3.4,80
309466,Dunkin' Donuts,Gurgaon,Sohna Road,77.0392204,28.4249125,"Burger, Desserts, Fast Food",600,No,Yes,2,3.4,138
309471,Chinese Delights,New Delhi,Munirka,77.175016,28.5556707,"Chinese, North Indian",400,No,Yes,1,3.5,21
309473,Arora Snacks,New Delhi,Vivek Vihar,77.318175,28.67132778,Chinese,350,No,No,1,2.8,14
309475,Charcoal,New Delhi,Safdarjung,77.19611,28.559765,"European, North Indian",1300,Yes,Yes,3,3.7,210
309477,Room Service,New Delhi,Greater Kailash (GK) 1,77.2353512,28.5501971,"North Indian, Fast Food, Continental",1000,No,No,3,3.4,246
309478,Ambrosia Bliss,New Delhi,Connaught Place,77.22212523,28.63386651,"North Indian, Chinese, Italian, Continental",1800,Yes,No,3,4,2333
309481,The Roll Hut,New Delhi,Krishna Nagar,77.2738859,28.6580718,"Chinese, Fast Food",200,No,No,1,3.1,13
309489,Magic Masala,New Delhi,Krishna Nagar,77.2819196,28.6593873,"North Indian, South Indian",400,No,No,1,3,11
309495,Kamal Meat House,New Delhi,Krishna Nagar,77.2725723,28.6577411,North Indian,400,No,No,1,2.6,15
309496,Chandni Chowk Ka Sonu Parathe Wala,New Delhi,Krishna Nagar,77.2722581,28.658652,Street Food,100,No,No,1,3.1,12
309498,Tandoori Night,New Delhi,Krishna Nagar,77.27633871,28.6588784,"North Indian, Mughlai",600,No,No,2,3.1,15
309499,Punjabi Dhaba,New Delhi,Mayur Vihar Phase 3,77.3292098,28.6014232,North Indian,200,No,No,1,3,6
309503,The Mirch Masala,New Delhi,Ashok Vihar Phase 1,77.1731558,28.6931964,"North Indian, Chinese",700,No,No,2,3,7
309505,Wah Ji Wah,New Delhi,Yusuf Sarai,77.20747568,28.55994238,North Indian,450,No,No,1,3,25
309510,Pizza Point,New Delhi,Munirka,77.1720143,28.556519,"Fast Food, Pizza",350,No,No,1,2.9,10
309517,Yash Aadi Food Corner,New Delhi,Mehrauli,77.1938889,28.5237475,"North Indian, Chinese",400,No,No,1,2.9,6
309519,Owlcity,Noida,Sector 19,77.328028,28.577975,Fast Food,400,No,Yes,1,3.6,165
309520,The Sugar Story,New Delhi,Greater Kailash (GK) 1,77.2327916,28.5504467,"Bakery, Desserts",400,No,No,1,3.3,19
309530,Shree Jee Rasoi,New Delhi,Daryaganj,77.2424889,28.62954592,"North Indian, Chinese",500,No,Yes,2,3,33
309531,Babbu Da Punjabi Dhaba,New Delhi,Safdarjung,77.19453,28.567931,North Indian,300,No,No,1,3.3,27
309533,Just Kababs,New Delhi,Kalkaji,77.25312778,28.53283056,"Fast Food, North Indian",250,No,No,1,3.4,25
309535,Divine Curries,Noida,Sector 16,77.31759,28.5707246,"North Indian, Chinese, South Indian",700,No,Yes,2,3,31
309541,Plan B,Gurgaon,DLF Phase 3,77.0962564,28.4846488,"North Indian, Chinese, Continental",1000,Yes,No,3,3.4,132
309542,Sura Vie,New Delhi,Netaji Subhash Place,77.1501341,28.6937824,"North Indian, Italian, Chinese, Thai",1400,Yes,Yes,3,3.4,391
309543,Bikkgane Biryani,Gurgaon,Sector 31,77.0505305,28.4528047,"Biryani, North Indian, Hyderabadi",800,Yes,Yes,2,4,530
309545,Kathi Junction,Noida,"MSX Mall, Greater Noida",77.5281474,28.4578535,Fast Food,400,No,Yes,1,3.5,83
309548,Tian - Asian Cuisine Studio - ITC Maurya,New Delhi,"ITC Maurya, Chanakyapuri",77.1734547,28.5973505,"Asian, Japanese, Korean, Thai, Chinese",7000,No,No,4,4.1,188
309551,The Edge Cafe,New Delhi,Mayur Vihar Phase 1,77.28917677,28.61092375,"Fast Food, Chinese",400,No,Yes,1,3.1,53
309558,Shree Rathnam,Faridabad,"Crown Plaza Mall, Sector 15, Faridabad",77.3128332,28.397424,"South Indian, North Indian, Chinese",800,No,Yes,2,3.4,48
309560,Domino's Pizza,New Delhi,Karol Bagh,77.19380312,28.65824145,"Pizza, Fast Food",700,No,No,2,3.4,43
309576,Azam's Mughlai,New Delhi,Khan Market,77.2260623,28.5999361,Mughlai,600,No,No,2,3.9,157
309578,Moksha,New Delhi,Punjabi Bagh,77.13278923,28.67092056,"Chinese, North Indian, Italian",600,No,No,2,3.2,54
309586,Kinbuck 2,New Delhi,Connaught Place,77.2163994,28.6320976,"North Indian, Italian, Mexican, Chettinad, Chinese, Lebanese",1600,No,No,3,3.9,1286
309593,Momos House,New Delhi,Hauz Khas,77.2100361,28.5609831,Chinese,350,No,Yes,1,3.3,32
309599,Pizza Castle,New Delhi,Mayur Vihar Phase 3,77.3351273,28.6103555,"Pizza, Fast Food",500,No,Yes,2,2.7,29
309604,Chowringhee,New Delhi,Kamla Nagar,77.20744444,28.68100278,"Fast Food, Beverages",250,No,Yes,1,3.6,108
309606,Chowringhee,New Delhi,Karol Bagh,77.1868879,28.6458068,"North Indian, Chinese",600,No,Yes,2,3.4,122
309609,De Royale Food's,New Delhi,Kalkaji,77.25107197,28.54423341,"North Indian, Chinese",550,No,No,2,3.2,22
309629,Kebab Xpress,New Delhi,Rohini,77.1162909,28.7148351,"North Indian, Mughlai",600,No,Yes,2,3.5,62
309632,Domino's Pizza,Faridabad,Sector 43,77.3001795,28.4609554,"Pizza, Fast Food",700,No,No,2,2.9,10
309641,Knights Chaska,Noida,"Ansal Plaza Mall, Greater Noida",77.5078343,28.4644343,"North Indian, Chinese",800,Yes,No,2,2.9,6
309642,Doughlicious,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon",77.07169354,28.50969289,"Bakery, Desserts, Fast Food",550,No,No,2,3.6,60
309648,Muradabadi Shahi Biryani & Chicken Corner,New Delhi,Kalkaji,77.25120507,28.5442178,"North Indian, Biryani",450,No,Yes,1,2.6,24
309656,Green Chick Chop,Faridabad,Sector 31,77.317127,28.4465451,"Raw Meats, North Indian, Fast Food",350,No,No,1,3.1,9
309664,Caffe Tonino,New Delhi,Connaught Place,77.2194535,28.6348977,"Pizza, Italian, Cafe",1400,No,Yes,3,3.9,1503
309672,Shree Bikaner Misthan Bhandar,Faridabad,Sector 21,77.2964432,28.4301217,"Street Food, South Indian, Mithai",350,No,No,1,2.8,13
309675,Muradabad Ki Mashoor Sama Chicken Biryani,New Delhi,New Friends Colony,77.27289509,28.5603414,"Biryani, North Indian",350,No,No,1,2.9,5
309680,Al Zaika,New Delhi,New Friends Colony,77.26652149,28.57086609,"North Indian, Mughlai",700,No,No,2,2.9,8
309685,BTW,New Delhi,Pitampura,77.1296855,28.6888166,"Street Food, South Indian",400,No,No,1,2.8,63
309688,Frosted Heaven,New Delhi,Greater Kailash (GK) 3,77.233935,28.54053208,"Bakery, Desserts",300,No,No,1,3.6,46
309693,Andaaz E Paranthas,Noida,"Spice World Mall, Sector 25",77.3404494,28.5854737,"North Indian, Mughlai",550,No,No,2,3.2,36
309695,Roti N Boti,New Delhi,Tilak Nagar,77.0925481,28.6409492,"North Indian, Fast Food, Mughlai",300,No,Yes,1,3.5,21
309696,Tawa N Tandoor,Gurgaon,DLF Phase 3,77.0944877,28.4928519,"North Indian, Mughlai, Chinese",600,No,Yes,2,2.7,51
309697,Cake Point,Gurgaon,DLF Phase 3,77.1038389,28.487654,"Bakery, Desserts",600,No,Yes,2,3,35
309702,Dunkin' Donuts,Ghaziabad,"Shipra Mall, Indirapuram",77.37019444,28.634175,"Burger, Desserts, Fast Food",600,No,Yes,2,3.6,252
309704,Sardar A Pure Meat Shop,New Delhi,Model Town 3,77.1845518,28.7077411,"Raw Meats, Fast Food, North Indian",150,No,No,1,2.8,13
309722,Kedarnath Prem Chand Halwai,New Delhi,Chandni Chowk,77.229983,28.6556971,"Mithai, Street Food",100,No,No,1,3.7,19
309727,Salt N' Pepper,New Delhi,Dilshad Garden,77.3138452,28.6803927,"North Indian, Chinese",500,No,Yes,2,2.7,177
309728,Green Chick Chop,New Delhi,Sarita Vihar,77.2918036,28.5351351,"Raw Meats, North Indian, Fast Food",350,No,No,1,3.3,14
309737,Big Dragon,New Delhi,Kalkaji,77.25188736,28.54319403,"Chinese, Thai",800,Yes,No,2,3.6,108
309738,Yo! China,New Delhi,"Epicuria Food Mall, Nehru Place",77.2514264,28.551456,Chinese,1300,No,Yes,3,2.6,110
309741,The Beer Cafe,New Delhi,Greater Kailash (GK) 2,77.2435154,28.5341433,"Finger Food, North Indian, Italian",1250,Yes,No,3,3.4,90
309756,Khatey Raho,New Delhi,Chittaranjan Park,77.2488511,28.5401398,"North Indian, Mughlai, Fast Food, South Indian",250,No,No,1,3.3,26
309757,Chaudhary Ke Mashhoor Paranthe,Ghaziabad,Indirapuram,77.37444167,28.63601389,North Indian,150,No,No,1,2.8,14
309763,The Blaze,Gurgaon,Sector 56,77.0961512,28.4180994,"North Indian, Chinese",750,Yes,No,2,2.9,8
309769,Shawarma Wala,New Delhi,"V3S Mall, Laxmi Nagar",77.286309,28.6367759,Fast Food,250,No,No,1,2.5,18
309778,Cafe Punjabi,New Delhi,Jasola,77.2872342,28.5373236,North Indian,300,No,No,1,3.3,33
309783,WTF - What's the Food?,New Delhi,Rohini,77.06521701,28.71961666,"North Indian, Chinese, Fast Food",450,No,Yes,1,3.5,83
309788,SodaBottleOpenerWala,New Delhi,Khan Market,77.2262463,28.6000106,"Parsi, Iranian",1300,No,No,3,4.2,1914
309789,From The Kitchen of Mala Bindra,New Delhi,Vasant Vihar,77.1624016,28.571381,Bakery,250,No,No,1,3.1,9
309790,The Vault Cafe,New Delhi,Connaught Place,77.21964553,28.63104411,"North Indian, Mediterranean, Asian, Continental",1600,Yes,No,3,3.9,3413
309793,Singh-O-Singh Kebabs,New Delhi,Krishna Nagar,77.28203908,28.65563419,"North Indian, Mughlai",500,No,Yes,2,3.1,54
309799,Mr. Brown,Noida,Sector 38,77.33417619,28.56437507,"Bakery, Desserts, Fast Food",500,No,Yes,2,4,183
309801,Firefly India,New Delhi,Defence Colony,77.234004,28.5728373,"Bakery, Desserts",500,No,No,2,3.4,16
309804,KPG Express,New Delhi,Safdarjung,77.19366599,28.56201667,Chinese,500,No,No,2,3.3,33
309805,Rigo Noodles,New Delhi,Kamla Nagar,77.20720008,28.68121151,"Chinese, Thai",500,No,No,2,3.5,133
309806,Lunia Italian,New Delhi,Safdarjung,77.19738889,28.56108333,"Pizza, Fast Food",350,No,No,1,3.4,25
309807,Cottage Caf�� by Smoothie factory,New Delhi,Janpath,77.21970689,28.62590527,"Cafe, Desserts, Healthy Food, Juices",650,No,Yes,2,3.7,223
309808,Saturn,New Delhi,Safdarjung,77.1941,28.561778,"Fast Food, North Indian",600,No,Yes,2,2.8,9
309811,Muradabadi Biryani Centre,New Delhi,Satyaniketan,77.1690325,28.5875051,Mughlai,450,No,No,1,2.9,20
309815,Happy Hakka,New Delhi,Greater Kailash (GK) 2,77.24028882,28.54047022,"Chinese, Asian, Thai",650,No,Yes,2,3.8,312
309816,Happy Hakka,New Delhi,Lajpat Nagar 1,77.23999545,28.57443534,"Chinese, Asian, Thai",650,No,Yes,2,3.7,270
309818,The Noodle Box Co.,Noida,Sector 50,77.3617899,28.5704635,"Chinese, Thai, Asian",750,Yes,No,2,2.4,137
309820,D�_ner Grill,New Delhi,Greater Kailash (GK) 1,77.2334652,28.5499281,"Fast Food, Turkish",900,No,Yes,2,3.7,323
309836,Chocooze,New Delhi,Paschim Vihar,77.08939813,28.66483434,Bakery,300,No,No,1,3.2,9
309838,Qureshi's Kabab Corner,New Delhi,Defence Colony,77.238764,28.5783096,"North Indian, Mughlai",600,No,No,2,3.4,35
309841,Incrivel Goa,New Delhi,"Dilli Haat, INA",77.2062293,28.5731135,Goan,700,No,Yes,2,2.5,29
309844,Natural Ice Cream,New Delhi,"JMD Kohinoor Mall, Greater Kailash",77.2386106,28.5367441,Ice Cream,150,No,Yes,1,4.5,665
309845,Grub House,New Delhi,Rajouri Garden,77.1192573,28.6472138,"Italian, North Indian, Continental",1700,Yes,No,3,3.5,313
309851,FoodZilla,Gurgaon,"Vyapar Kendra, Sushant Lok",77.0841917,28.4603512,"Chinese, Assamese",700,No,Yes,2,3.3,153
309852,Club London,New Delhi,"Southern Park Mall, Saket",77.2192708,28.5279802,"North Indian, Chinese, Finger Food",2500,Yes,No,4,3.3,179
309856,Chaudhary Sweets Corner,New Delhi,Kamla Nagar,77.1963486,28.6772166,"Desserts, Beverages",300,No,No,1,3.8,36
309859,Pebble Street,New Delhi,Connaught Place,77.2204415,28.6302434,"Italian, Mexican, Continental, North Indian, Finger Food",1800,Yes,Yes,3,4,817
309865,FrenZone,New Delhi,Satyaniketan,77.1670746,28.5876001,"North Indian, Chinese, Fast Food, Cafe",800,Yes,Yes,2,3.9,288
309867,Daawat-e! Amritsar,Gurgaon,Sector 23,77.0646633,28.5029179,Mughlai,700,No,Yes,2,2.9,27
309873,Lazzez's,Noida,Sector 53,77.3625937,28.5953748,"North Indian, Mughlai, Chinese, Raw Meats",600,No,No,2,2.9,25
309874,The Upper Crust,New Delhi,Saket,77.21234288,28.51914091,"Pizza, Fast Food",550,No,No,2,3,15
309882,Kathputli,New Delhi,Defence Colony,77.230456,28.5737426,Rajasthani,900,Yes,Yes,2,4.1,769
309883,Not Just Paranthas,Gurgaon,"Cyber Hub, DLF Cyber City",77.088598,28.4951096,North Indian,1100,No,No,3,3.6,734
309893,Hey' Sugar Delhi,New Delhi,Saket,77.20448703,28.52228093,"Bakery, Desserts",500,No,No,2,3.7,60
309902,Fudged,New Delhi,Greater Kailash (GK) 2,77.24218,28.53412,"Desserts, Bakery",400,No,No,1,3,17
309927,Kolkata Hot Kathi Rolls,Faridabad,Charmwood Village,77.2918292,28.4922473,"Fast Food, Chinese",300,No,No,1,2.9,11
309936,Green Chick Chop,Faridabad,Charmwood Village,77.2905276,28.4946804,"Raw Meats, North Indian, Fast Food",350,No,No,1,3,7
309955,Nando's,New Delhi,Connaught Place,77.21980177,28.63089815,"Portuguese, African",1200,No,Yes,3,3.7,1891
309979,Green Chick Chop,New Delhi,Mehrauli,77.1814052,28.5228127,"Raw Meats, North Indian, Fast Food",350,No,No,1,3,7
309986,Silver Crown,Gurgaon,Old Railway Road,77.0191832,28.4669487,"North Indian, Chinese, Street Food, Fast Food",500,No,Yes,2,2.5,12
309987,Green Chick Chop,Gurgaon,Old Railway Road,77.0189174,28.4709408,"Raw Meats, North Indian, Fast Food",350,No,No,1,2.9,5
309998,Turtle Bay,New Delhi,Kirti Nagar,77.1362569,28.6543517,"North Indian, Chinese, Fast Food",1100,Yes,No,3,3.4,74
310032,The Hub -  ibis New Delhi,New Delhi,"ibis New Delhi, Aerocity",77.123127,28.551398,North Indian,1500,Yes,No,3,3.1,9
310063,Ali Baba Caves,Noida,"Ansal Plaza Mall, Greater Noida",77.5281286,28.4581066,"Cafe, Chinese",500,No,No,2,3.1,15
310097,The Immigrant Cafe,New Delhi,Connaught Place,77.2190044,28.6340485,"North Indian, Italian, Continental",1100,Yes,No,3,3.2,563
310100,Tempting Bar-B-Que,New Delhi,Jangpura,77.2451403,28.5824117,"North Indian, Chinese",650,No,Yes,2,3.3,29
310101,Pakeeza Burger,New Delhi,Jangpura,77.246482,28.5813093,"North Indian, Afghani",600,No,No,2,2.6,15
310123,Fuji Japanese Restaurant,New Delhi,Connaught Place,77.22193044,28.63298369,Japanese,2000,Yes,Yes,4,4,312
310126,Pasta Hut,New Delhi,Netaji Subhash Place,77.1499993,28.6937247,Fast Food,400,No,No,1,3.5,82
310143,Naturals Ice Cream,New Delhi,Connaught Place,77.2221482,28.6343484,Ice Cream,150,No,Yes,1,4.9,2620
310155,Masala Fusion,Gurgaon,Sector 14,77.0424589,28.4740845,"North Indian, Chinese",600,No,Yes,2,3.2,52
310164,Chawla Dhaba,New Delhi,Okhla Phase 2,77.2800843,28.5357956,North Indian,500,No,Yes,2,3,10
